iter	Logloss
509	0.3836674681
510	0.3833309504
511	0.3831077102
512	0.3827943686
513	0.3825506497
514	0.3822697926
515	0.3820418579
516	0.3815912492
517	0.381467692
518	0.3809754282
519	0.3806339938
520	0.3801988781
521	0.3801075594
522	0.3797136842
523	0.3792206289
524	0.3789219868
525	0.3787711002
526	0.3786079021
527	0.3782854228
528	0.3780744687
529	0.3777311468
530	0.3775010011
531	0.3771909653
532	0.3764729918
533	0.3761540592
534	0.3758637193
535	0.3753123438
536	0.374963656
537	0.374816351
538	0.3746539793
539	0.3744077929
540	0.3740698099
541	0.3736210448
542	0.3732799665
543	0.3728706217
544	0.3727102369
545	0.3723306199
546	0.3720097666
547	0.3719323699
548	0.3717265129
549	0.3713570712
550	0.3712043341
551	0.3709495062
552	0.370694769
553	0.3702512962
554	0.3701376263
555	0.3698236954
556	0.3694153051
557	0.3689498296
558	0.3688378892
559	0.3683833993
560	0.3682559047
561	0.3675334839
562	0.3670646836
563	0.3665808072
564	0.3662953679
565	0.3659497565
566	0.3656361678
567	0.3655526134
568	0.3653882214
569	0.3650953823
570	0.3649079456
571	0.3644809889
572	0.3643681511
573	0.3642637854
574	0.3636506642
575	0.3629563483
576	0.3626716226
577	0.3621685469
578	0.3618162123
579	0.3611837062
580	0.3610968121
581	0.3608176465
582	0.3606252107
583	0.3603319962
584	0.3599846695
585	0.3595334511
586	0.3590574941
587	0.3587739296
588	0.3586645565
589	0.3586178929
590	0.3584678867
591	0.3582121009
592	0.3579931318
593	0.3578945772
594	0.3577549369
595	0.3572941995
596	0.3568576622
597	0.3565616762
598	0.3561633025
599	0.3558673817
600	0.3557594789
601	0.3554882594
602	0.3551949055
603	0.3548745077
604	0.3546825339
605	0.3544087629
606	0.3542233492
607	0.3537252631
608	0.3532676572
609	0.353131245
610	0.3526804269
611	0.3523824304
612	0.3521622965
613	0.3518476943
614	0.351586107
615	0.3514501841
616	0.3511972267
617	0.3511736328
618	0.3508554199
619	0.350444238
620	0.3499695929
621	0.3499238906
622	0.3497538448
623	0.3495412668
624	0.349112363
625	0.3489846572
626	0.3483563946
627	0.3482688926
628	0.3480356439
629	0.3478011083
630	0.3473464778
631	0.3471467216
632	0.3468213663
633	0.3465038817
634	0.3461808802
635	0.3457864636
636	0.3454172119
637	0.3448337904
638	0.3444270275
639	0.3441542517
640	0.3438110002
641	0.3436959252
642	0.3436154821
643	0.343217861
644	0.3430516423
645	0.3428153244
646	0.3426147628
647	0.3422508382
648	0.342119227
649	0.3417817497
650	0.3414359858
651	0.3413215549
652	0.3413006892
653	0.3411032021
654	0.3409844726
655	0.3403531509
656	0.3401470843
657	0.3399067927
658	0.3395292071
659	0.3392771186
660	0.3390899309
661	0.3387640347
662	0.3385179428
663	0.3379460063
664	0.3378127096
665	0.3371065398
666	0.3367405193
667	0.3365118249
668	0.3361808228
669	0.3359981449
670	0.3358500567
671	0.335444273
672	0.3353380006
673	0.3348441652
674	0.3348297723
675	0.3344972217
676	0.3343377789
677	0.3340477866
678	0.3335373823
679	0.3332260207
680	0.3329682024
681	0.3329190241
682	0.33273587
683	0.3323172621
684	0.3320818048
685	0.3318240393
686	0.3312590502
687	0.3310275096
688	0.3309841275
689	0.3306716823
690	0.3304612453
691	0.3302154998
692	0.3299461342
693	0.3297499988
694	0.3291146186
695	0.3289585825
696	0.3287809755
697	0.3285204255
698	0.3282581497
699	0.3280910775
700	0.3277187199
701	0.3273759689
702	0.3271537687
703	0.3268678093
704	0.3265200563
705	0.3261133082
706	0.3258066035
707	0.3256476495
708	0.3253881742
709	0.3251647872
710	0.3247064311
711	0.3244245242
712	0.3242219402
713	0.3241059804
714	0.3235692622
715	0.3232164638
716	0.3230385721
717	0.3228104565
718	0.3227675756
719	0.3226511763
720	0.3223868591
721	0.3220225335
722	0.3216959689
723	0.3215216962
724	0.3214801508
725	0.321331399
726	0.3211493978
727	0.3208648387
728	0.3207340691
729	0.3203721159
730	0.3200883171
731	0.3199722897
732	0.3198658507
733	0.3193806493
734	0.3192249388
735	0.3189965475
736	0.3189917067
737	0.3186411567
738	0.3184245682
739	0.3180287786
740	0.3178460942
741	0.3174888412
742	0.3171781023
743	0.3169452913
744	0.3166678996
745	0.3164350441
746	0.3161583326
747	0.3158910903
748	0.3158663624
749	0.3158122989
750	0.3155437103
751	0.3153483132
752	0.3150369208
753	0.3148367725
754	0.3147197487
755	0.3145498874
756	0.3143760375
757	0.3141485008
758	0.3139564694
759	0.3137393828
760	0.3133641736
761	0.3130314991
762	0.3127732135
763	0.3124280581
764	0.3121501136
765	0.3118791296
766	0.3118458328
767	0.3113700276
768	0.311098747
769	0.3107990537
770	0.3104942456
771	0.310336317
772	0.3102260069
773	0.3100222373
774	0.3099170045
775	0.3097091136
776	0.3095409508
777	0.3094478626
778	0.3091238814
779	0.3090030246
780	0.3088617853
781	0.3086989128
782	0.3085513038
783	0.3083680601
784	0.3081609509
785	0.307917452
786	0.3078188149
787	0.3076069017
788	0.3071996602
789	0.3069453275
790	0.3068229144
791	0.3066368228
792	0.3066065649
793	0.3065514737
794	0.3062064837
795	0.3059042241
796	0.3057773534
797	0.3056928364
798	0.3054379231
799	0.3053502028
800	0.3051237052
801	0.3049652855
802	0.3049402836
803	0.3046711559
804	0.3045680766
805	0.3044903889
806	0.3044720746
807	0.3043217422
808	0.3042574433
809	0.303850238
810	0.3036330612
811	0.3033458261
812	0.3030491356
813	0.3029861432
814	0.3027267456
815	0.302352639
816	0.3021768747
817	0.3019523045
818	0.301696992
819	0.3011455548
820	0.300637585
821	0.3004542198
822	0.3001847937
823	0.300083247
824	0.2995815532
825	0.2993497012
826	0.2988489617
827	0.2986987491
828	0.2984471831
829	0.2983463445
830	0.2981170238
831	0.2976273079
832	0.2975134547
833	0.2971711194
834	0.2969266639
835	0.2967387562
836	0.29642172
837	0.2959071831
838	0.2955113596
839	0.2953493073
840	0.2950225149
841	0.2948763157
842	0.2948407018
843	0.2946574427
844	0.294221215
845	0.2940688282
846	0.2938456221
847	0.2936238531
848	0.2933544152
849	0.2932489209
850	0.2931326835
851	0.2929200515
852	0.2924584909
853	0.292303488
854	0.2919320692
855	0.2915332015
856	0.2911954911
857	0.2909964792
858	0.2908646871
859	0.2907825198
860	0.2905798771
861	0.2903318103
862	0.2902502343
863	0.2899251245
864	0.2894755928
865	0.2892513032
866	0.2890767132
867	0.2888577346
868	0.2886809194
869	0.2883461334
870	0.288277288
871	0.2879695554
872	0.2875705151
873	0.2872185381
874	0.286919732
875	0.286704771
876	0.2864014788
877	0.2862025867
878	0.2859541166
879	0.2858335029
880	0.2854542412
881	0.285075075
882	0.2850225173
883	0.284734946
884	0.28455617
885	0.2843850904
886	0.2842959225
887	0.2842699058
888	0.2840489582
889	0.2839676148
890	0.2836882184
891	0.283332527
892	0.2832205995
893	0.2830841085
894	0.2828248348
895	0.2825614771
896	0.2823166248
897	0.2821007469
898	0.2819032123
899	0.2816890146
900	0.2815760255
901	0.2813444381
902	0.2811422894
903	0.2807906528
904	0.2804540562
905	0.2803238784
906	0.280146049
907	0.279728482
908	0.2794662601
909	0.2790905724
910	0.2788924809
911	0.2786960714
912	0.2786356329
913	0.2784653795
914	0.2782788805
915	0.2778946185
916	0.2774010576
917	0.2769729468
918	0.276677768
919	0.2764126258
920	0.2761434868
921	0.2759848566
922	0.2757971785
923	0.2756910579
924	0.2753690416
925	0.275137224
926	0.2748455948
927	0.274659929
928	0.2742644964
929	0.274132177
930	0.2739417037
931	0.2738034174
932	0.273711112
933	0.2734250945
934	0.2732497904
935	0.2732287527
936	0.2729170589
937	0.2727284437
938	0.2726247281
939	0.2724222502
940	0.2721287439
941	0.2719817695
942	0.271872645
943	0.2717500107
944	0.2715853014
945	0.2714389491
946	0.2711895283
947	0.2710984044
948	0.2708526986
949	0.270689574
950	0.2703373824
951	0.2701310762
952	0.2697762174
953	0.2695916007
954	0.2693215757
955	0.2690896555
956	0.2690276121
957	0.268777148
958	0.2686982107
959	0.2685265494
960	0.2684531425
961	0.2683112461
962	0.2678926673
963	0.2677405438
964	0.2676533983
965	0.267467414
966	0.2672775456
967	0.2668124331
968	0.2667102173
969	0.2666199925
970	0.2664457002
971	0.2659666562
972	0.2658422029
973	0.265540177
974	0.2653507481
975	0.2652127642
976	0.2649870091
977	0.2646964433
978	0.264302587
979	0.2641705245
980	0.2639924353
981	0.26360337
982	0.2634209412
983	0.2632389935
984	0.2631176046
985	0.2630931868
986	0.262624931
987	0.2624311761
988	0.262276363
989	0.2621442756
990	0.2620418125
991	0.2617508333
992	0.2616001332
993	0.261462485
994	0.2612138405
995	0.2608730253
996	0.2605892319
997	0.2601688264
998	0.2600677025
999	0.2597373493
